S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
279,PR0000069421, ,RA069421,AGRIC INVESTMENT AND DEVELOPMENT COMPANY LIMITED,Agriculture and Agro Allied
280,PR0000014096, ,RA014096,AGRIC LIVESTOCK & TECHNICAL SERVICES (NIG) LTD,Agriculture and Agro Allied
281,PR0001403558, ,1403558,AGRIC RENEWAL SERVICES LTD,Agriculture and Agro Allied
282,PR0000609614, ,RA609614,AGRIC RESOURCES MANAGERS AND TRADING CO. LTD,Agriculture and Agro Allied
283,PR0000039146, ,RA039146,AGRIC SERVICES NIG. LTD,Agriculture and Agro Allied
284,PR0001063704, ,1063704,AGRIC SHOP NIGERIA LIMITED,Agriculture and Agro Allied
285,PR0000056250, ,695885,AGRIC SUPERMARKET LIMITED,Agriculture and Agro Allied
286,PR0000648123, ,RA648123,AGRIC TECHNOLOGIES & INTEGRATED SERVICES LTD,Agriculture and Agro Allied
287,PR0000639519, ,RA639519,AGRIC WORLD LIMITED,Agriculture and Agro Allied
288,PR0000627304, ,RA627304,AGRIC-GLORY FARMS LIMITED,Agriculture and Agro Allied
289,PR0000613654, ,RA613654,AGRIC-IRRIGATION LIMITED,Agriculture and Agro Allied
290,PR0000012877, ,RA012877,AGRIC. LAND PREPARATION CO LTD,Agriculture and Agro Allied
291,PR0000023478, ,RA023478,AGRIC.AND FOOD PROCESSING INSTALLATIONS LTD,Agriculture and Agro Allied
292,PR0000017106, ,RA017106,AGRICAID & DOMESTIC CARE LIMITED,Agriculture and Agro Allied
293,PR0001031328, ,1031328,AGRICARE STD. PLUS LIMITED,Agriculture and Agro Allied
294,PR0000006510, ,1354639,AGRICBUSINESS AND E-COMMERCE NIG LTD,Agriculture and Agro Allied
295,PR0001325826, ,1325826,AGRICES NIGERIA LIMITED,Agriculture and Agro Allied
296,PR0000484671, ,RA484671,AGRICFIND CONSULTANTS LIMITED,Agriculture and Agro Allied
297,PR0000608500, ,RA608500,AGRICO MULTI SERVICES LIMITED,Agriculture and Agro Allied
298,PR0000014353, ,RA014353,AGRICOLA INTERNATIONAL LTD,Agriculture and Agro Allied
299,PR0000012289, ,RA012289,AGRICOMPLEX NIG. LTD,Agriculture and Agro Allied
300,PR0000044049, ,1297648,AGRICON WEST AFRICA LIMITED,Agriculture and Agro Allied
301,PR0000053114, ,1539484,AGRICORP INTERNATIONAL DEVELOPMENT LIMITED,Agriculture and Agro Allied
302,PR0000010570, ,2009856,AGRICULATURAL AND ROAD WORKING MACHINERY SUPPLIES,Agriculture and Agro Allied
303,PR0000029831, ,RA029831,AGRICULTURAL & ALLIED PRODUCT LTD,Agriculture and Agro Allied
304,PR0000006673, ,RA006673,AGRICULTURAL & INDUSTRIAL DEVELOPMENT COMPANY LTD,Agriculture and Agro Allied
305,PR0000020440, ,RA020440,AGRICULTURAL & LIVESTOCK COMPANY LIMITED,Agriculture and Agro Allied
306,PR0000047307, ,RA047307,AGRICULTURAL & TECHNICAL BUSINESS ENTERPRISES LTD,Agriculture and Agro Allied
307,PR0000019127, ,19127,AGRICULTURAL AND ENGINEERING EQUIPMENT NIGERIA,Agriculture and Agro Allied
308,PR0000005094, ,RA005094,AGRICULTURAL AND INDUSTRIAL IMPLEMENTS NIGERIA LTD,Agriculture and Agro Allied
309,PR0000039772, ,RA039772,AGRICULTURAL AND MANFACTURING IND. COMPANY LTD,Agriculture and Agro Allied
310,PRSCH0002571, ,PRSCH0002571,AGRICULTURAL AND RURAL MANAGEMENT TRAINING INSTITUTE,Agriculture and Agro Allied
311,PR0000059601, ,1428330,AGRICULTURAL ASSETS DEVELOPMENT COMPANY LIMITED,Agriculture and Agro Allied
312,PR0000091460, ,RA091460,AGRICULTURAL BUSINESS CONCEPT LIMITED,Agriculture and Agro Allied
313,PR0000010783, ,RA010783,AGRICULTURAL CHEMICALS EQUIPMENT SUPPLIES LTD,Agriculture and Agro Allied
314,BR0002558343,PRTEMP978487,2558343,AGRICULTURAL COMMODITIES TRANS AFRICAN ALLIANCE,Agriculture and Agro Allied
315,PR0000064058, ,RA064058,AGRICULTURAL CONSORTIUM LTD,Agriculture and Agro Allied
316,PR0000026027, ,RA026027,AGRICULTURAL ECONOMIC SYSTEMS (NIG) LTD,Agriculture and Agro Allied
317,PR0000072722, ,RA072722,AGRICULTURAL FOODS LIMITED,Agriculture and Agro Allied
318,PR0000009077, ,RA009077,AGRICULTURAL HOUSING & LAND DEV. CO. LTD,Agriculture and Agro Allied
319,PR0000021970, ,RA021970,AGRICULTURAL IMPLEMENT COMPANY NIGERIA LIMITED,Agriculture and Agro Allied
320,PR0000032406, ,RA032406,AGRICULTURAL INPUTS & SERVICES LTD,Agriculture and Agro Allied
321,PR0000036692, ,RA036692,AGRICULTURAL INTEGRATED CONSORTIUM LIMITED,Agriculture and Agro Allied
322,PR0000656660, ,RA656660,AGRICULTURAL INTEGRATED DEVELOPMENT SERVICES LTD,Agriculture and Agro Allied
323,PR0000004448, ,RA004448,AGRICULTURAL INVESTMENT CO. LTD,Agriculture and Agro Allied
324,PR0000030325, ,RA030325,AGRICULTURAL MANAGEMENT & INVEST. TRUST NIG. LTD,Agriculture and Agro Allied
325,PR0000057204, ,RA057204,AGRICULTURAL MANAGEMENT & TECHNICAL SERVICES LTD,Agriculture and Agro Allied
326,PR0000027441, ,RA027441,AGRICULTURAL PACKAGING CO. LTD,Agriculture and Agro Allied
327,PR0000015929, ,RA015929,AGRICULTURAL PLANNING ASSOCIATES [NIG.] LIMITED,Agriculture and Agro Allied
328,PR0000032389, ,RA032389,AGRICULTURAL PRODUCT PROCESSING MILL LTD,Agriculture and Agro Allied
329,PR0000020487, ,RA020487,AGRICULTURAL PRODUCTS & SUPPLY COMPANY LIMITED,Agriculture and Agro Allied
330,PR0000020190, ,RA020190,AGRICULTURAL PRODUCTS (NIGERIA) LIMITED,Agriculture and Agro Allied
331,PR0000003602, ,RA003602,AGRICULTURAL PROJECT NIGERIA LIMITED,Agriculture and Agro Allied
332,PR0000014325, ,RA014325,AGRICULTURAL PROMOTION & DEV. CO. LTD,Agriculture and Agro Allied
333,PR0000051399, ,RA051399,AGRICULTURAL RESEARCH AND SERVICES LTD,Agriculture and Agro Allied
334,PR0000061166, ,RA061166,AGRICULTURAL SEEDS LTD,Agriculture and Agro Allied
335,PR0000616142, ,RA616142,AGRICULTURAL SERVICES AND BY-PRODUCTS LIMITED,Agriculture and Agro Allied
336,PR0000239693, ,RA239693,AGRICULTURAL SYSTEM PROCUREMENTS LTD,Agriculture and Agro Allied
337,PR0000068266, ,RA068266,AGRICULTURE & CAPITAL MANUFACTURING EQUIPMENT LTD,Agriculture and Agro Allied
338,PR0000008570, ,RA008570,AGRIFEEDS NIGERIA LIMITED.,Agriculture and Agro Allied
339,PR0000650142, ,650142,AGRIGOLD GLOBAL RESOURCES LTD,Agriculture and Agro Allied
340,PR0001173953, ,1173953,AGRIGUARDIAN LTD,Agriculture and Agro Allied
341,PR0000607695, ,607695,AGRIPROJECTS CONCEPTS INTERNATIONAL LIMITED,Agriculture and Agro Allied
342,PR0001127533, ,SCH0003191,AGRISEEDCO NIGERIA LIMITED,Agriculture and Agro Allied
343,PR0000043555, ,1517817,AGRISMART INTEGRATED SERVICES LTD,Agriculture and Agro Allied
344,PR0000070183, ,70183,AGRITEC HOLDINGS LIMITED,Agriculture and Agro Allied
345,PR0001450298, ,1450298,AGRITECH AGRO ALLIED LIMITED,Agriculture and Agro Allied
346,PR0000158157, ,158157,AGRITED NIGERIA LIMITED,Agriculture and Agro Allied
347,PR0000039981, ,39981,AGRITEK (NIG). LTD,Agriculture and Agro Allied
348,PR0000005567, ,5567,AGRITRADE UEST AFNICA LTD,Agriculture and Agro Allied
349,PR0000338009, ,338009,AGRITROPIC LIMITED,Agriculture and Agro Allied
350,PR0000652609, ,652609,AGRIVISION INTEGRATED DEVELOPMENT LIMITED,Agriculture and Agro Allied
351,PR0000205825, ,RA205825,AGRIWAY FRESCO AGRIC AND CONSULT SERV LTD,Agriculture and Agro Allied
352,PR0000064716, ,RA064716,AGRO & TECHNICAL PROCESSING CO LTD,Agriculture and Agro Allied
353,PR0000656953, ,RA656953,AGRO - ABETO INTEGRATED FARMS NIG LTD,Agriculture and Agro Allied
354,PR0000055957, ,RA055957,AGRO - ALLIED SERVICES & MARKETING LTD,Agriculture and Agro Allied
355,PR0000352023, ,352023,AGRO - BUSINESS VENTURES NIG LTD,Agriculture and Agro Allied
356,PR0002003686, ,2009995,AGRO - GEM FARMS ENTERPRISES,Agriculture and Agro Allied
357,PR0000029608, ,RA029608,AGRO A QUA CULTURES LTD,Agriculture and Agro Allied
358,PR0000013608, ,RA013608,AGRO ACCORD (NIG) LTD,Agriculture and Agro Allied
359,STKGPAR00007, ,510841,AGRO ALLIED,Agriculture and Agro Allied
360,PR0000094859, ,RA094859,AGRO ALLIED DEVELOPMENT ENTERPRISES LTD,Agriculture and Agro Allied
361,PR0000064960, ,RA064960,AGRO ALLIED INDUSTRIES NIG LTD,Agriculture and Agro Allied
362,PR0000272334, ,272334,AGRO ALLIED VENTURES LIMITED,Agriculture and Agro Allied
363,PR0000018013, ,RA018013,AGRO AND ALLIED PRODUCTS LIMITED,Agriculture and Agro Allied
364,PR0000824575, ,824575,AGRO BAR MAGEN NIGERIA LTD,Agriculture and Agro Allied
365,PR0000057062, ,RA057062,AGRO COMPLEX NIG. LTD,Agriculture and Agro Allied
366,PR0000028317, ,RA028317,AGRO DEVELOPMENT ENGINEERING CONSULTANCY & CO.LTD,Agriculture and Agro Allied
367,PR0000072380, ,RA072380,AGRO DEVELOPMENT NIGERIA LIMITED.,Agriculture and Agro Allied
368,PR0000051998, ,RA051998,AGRO EDIBLE OILS INDUSTRIES LTD,Agriculture and Agro Allied
369,PR0000055175, ,1357028,AGRO ENERGY TECHNOLOGY RESOURCES NIG LTD,Agriculture and Agro Allied
370,PR0000185977, ,RA185977,AGRO ENGINEERING CONSULT NIG. LTD,Agriculture and Agro Allied
371,PR0000018735, ,RA018735,AGRO ENGINEERING LTD,Agriculture and Agro Allied
372,PR0000123977, ,RA123977,AGRO ENGINEERING PROCESSING LTD,Agriculture and Agro Allied
373,PR0000656610, ,RA656610,AGRO FENDER NIGERIA LIMITED,Agriculture and Agro Allied
374,PR0000147293, ,RA147293,AGRO FESSIONAL NIGERIA LTD,Agriculture and Agro Allied
375,PR0000083115, ,RA083115,AGRO FIELDS NIGERIA LTD,Agriculture and Agro Allied
376,PR0000066521, ,RA066521,AGRO FOUNDATION NIG. LTD,Agriculture and Agro Allied
377,PR0000138938, ,RA138938,AGRO HARP NIG. LTD,Agriculture and Agro Allied
378,PR0000073062, ,RA073062,AGRO INDUSTRIAL DEVICES INTL. LTD,Agriculture and Agro Allied
379,PR0000015454, ,RA015454,AGRO INDUSTRIES & DEVELOPMENT SCHEMES LTD,Agriculture and Agro Allied
380,PR0000656309, ,RA656309,AGRO INITIATIVE CONCERNS LIMITED,Agriculture and Agro Allied
381,PR0000018296, ,RA018296,AGRO INVESTMENTS CO. LTD,Agriculture and Agro Allied
382,PR0000630262, ,RA630262,AGRO KAY-KAY FARMS LIMITED,Agriculture and Agro Allied
383,PR0000615437, ,RA615437,AGRO LOGIC LIMITED,Agriculture and Agro Allied
384,PR0000653341, ,RA653341,AGRO MANUFACTURERS AND CONSULTING AGENCY LIMITED,Agriculture and Agro Allied
385,PR0000152708, ,RA152708,AGRO MATRIX NIG LTD,Agriculture and Agro Allied
386,PR0000044809, ,RA044809,AGRO MERCHANTILE CO. LTD,Agriculture and Agro Allied
387,PR0000096925, ,RA096925,AGRO MILLERS LIMITED,Agriculture and Agro Allied
388,PR0001108784, ,1108784,AGRO NURSERIES LIMITED,Agriculture and Agro Allied
389,PR0001383430, ,1383430,AGRO PARK DEVELOPMENT COMPANY LIMITED,Agriculture and Agro Allied
390,PR0000041463, ,1625638,AGRO PERFECT SOLUTIONS LIMITED,Agriculture and Agro Allied
361,PR0000064960, ,RA064960,AGRO ALLIED INDUSTRIES NIG LTD,Agriculture and Agro Allied
362,PR0000272334, ,272334,AGRO ALLIED VENTURES LIMITED,Agriculture and Agro Allied
363,PR0000018013, ,RA018013,AGRO AND ALLIED PRODUCTS LIMITED,Agriculture and Agro Allied
364,PR0000824575, ,824575,AGRO BAR MAGEN NIGERIA LTD,Agriculture and Agro Allied
365,PR0000057062, ,RA057062,AGRO COMPLEX NIG. LTD,Agriculture and Agro Allied
366,PR0000028317, ,RA028317,AGRO DEVELOPMENT ENGINEERING CONSULTANCY & CO.LTD,Agriculture and Agro Allied
367,PR0000072380, ,RA072380,AGRO DEVELOPMENT NIGERIA LIMITED.,Agriculture and Agro Allied
368,PR0000051998, ,RA051998,AGRO EDIBLE OILS INDUSTRIES LTD,Agriculture and Agro Allied
369,PR0000055175, ,1357028,AGRO ENERGY TECHNOLOGY RESOURCES NIG LTD,Agriculture and Agro Allied
370,PR0000185977, ,RA185977,AGRO ENGINEERING CONSULT NIG. LTD,Agriculture and Agro Allied
371,PR0000018735, ,RA018735,AGRO ENGINEERING LTD,Agriculture and Agro Allied
372,PR0000123977, ,RA123977,AGRO ENGINEERING PROCESSING LTD,Agriculture and Agro Allied
373,PR0000656610, ,RA656610,AGRO FENDER NIGERIA LIMITED,Agriculture and Agro Allied
374,PR0000147293, ,RA147293,AGRO FESSIONAL NIGERIA LTD,Agriculture and Agro Allied
375,PR0000083115, ,RA083115,AGRO FIELDS NIGERIA LTD,Agriculture and Agro Allied
376,PR0000066521, ,RA066521,AGRO FOUNDATION NIG. LTD,Agriculture and Agro Allied
377,PR0000138938, ,RA138938,AGRO HARP NIG. LTD,Agriculture and Agro Allied
378,PR0000073062, ,RA073062,AGRO INDUSTRIAL DEVICES INTL. LTD,Agriculture and Agro Allied
379,PR0000015454, ,RA015454,AGRO INDUSTRIES & DEVELOPMENT SCHEMES LTD,Agriculture and Agro Allied
380,PR0000656309, ,RA656309,AGRO INITIATIVE CONCERNS LIMITED,Agriculture and Agro Allied
381,PR0000018296, ,RA018296,AGRO INVESTMENTS CO. LTD,Agriculture and Agro Allied
382,PR0000630262, ,RA630262,AGRO KAY-KAY FARMS LIMITED,Agriculture and Agro Allied
383,PR0000615437, ,RA615437,AGRO LOGIC LIMITED,Agriculture and Agro Allied
384,PR0000653341, ,RA653341,AGRO MANUFACTURERS AND CONSULTING AGENCY LIMITED,Agriculture and Agro Allied
385,PR0000152708, ,RA152708,AGRO MATRIX NIG LTD,Agriculture and Agro Allied
386,PR0000044809, ,RA044809,AGRO MERCHANTILE CO. LTD,Agriculture and Agro Allied
387,PR0000096925, ,RA096925,AGRO MILLERS LIMITED,Agriculture and Agro Allied
388,PR0001108784, ,1108784,AGRO NURSERIES LIMITED,Agriculture and Agro Allied
389,PR0001383430, ,1383430,AGRO PARK DEVELOPMENT COMPANY LIMITED,Agriculture and Agro Allied
390,PR0000041463, ,1625638,AGRO PERFECT SOLUTIONS LIMITED,Agriculture and Agro Allied
421,PR0000626063, ,RA626063,AGROB GLOBAL SERVICES LIMITED,Agriculture and Agro Allied
422,PR0000240380, ,240380,AGROB NIG. LTD,Agriculture and Agro Allied
423,PR0000074721, ,RA074721,AGROBEL LIMITED,Agriculture and Agro Allied
424,BR0000010993,PRTEMP003759,10993,AGROCARE INDUSTRIAL COMPANY,Agriculture and Agro Allied
425,PR0000007679, ,RA007679,AGROCHEMICAL INDUSTRY LIMITED,Agriculture and Agro Allied
426,PR0000017115, ,RA017115,AGROCO INTERNATIONAL COMPANY LIMITED,Agriculture and Agro Allied
427,PR0000600321, ,RA600321,AGROCON INVESTMENT LIMITED,Agriculture and Agro Allied
428,PR0000013300, ,RA013300,AGROCONSULT LTD,Agriculture and Agro Allied
429,PR0001029223, ,1029223,AGROCRAFT LTD,Agriculture and Agro Allied
430,PR0001296267, ,1296267,AGROCULTURAL LIMITED,Agriculture and Agro Allied
431,PR0000394871, ,RA394871,AGRODEV INTERNATIONAL NIG. LTD,Agriculture and Agro Allied
432,PR0000057812, ,1373903,AGROFEAST NIGERIA COMPANY LTD,Agriculture and Agro Allied
433,PR0000023769, ,RA023769,AGROFEED MILL NIG. LTD,Agriculture and Agro Allied
434,PR0002006459, ,2004669,AGROFIELD PRODUCTS & SERVICES,Agriculture and Agro Allied
435,PR0000607240, ,RA607240,AGROFLEX GLOBAL SERVICES LIMITED,Agriculture and Agro Allied
436,PR0000502743, ,RA502743,AGROGATE MENUFACTURING INDUSTRIES LIMITED,Agriculture and Agro Allied
437,PR0000013496, ,RA013496,AGROGFEEN RUBBER PROCESSING INDUSTRIES (W.A)LTD,Agriculture and Agro Allied
438,PR0000127254, ,RA127254,AGROLINE VENTURE LIMITED,Agriculture and Agro Allied
439,PR0000769920, ,769920,AGROMAGNA NIGERIA LIMITED,Agriculture and Agro Allied
440,PR0000039082, ,RA039082,AGROMAN CONSULTANTS LTD,Agriculture and Agro Allied
441,PR0000630306, ,RA630306,AGROMANIA ALLIED AGROFEEDS LIMITED,Agriculture and Agro Allied
442,PR0000489534, ,489534,AGROMECH INVESTMENT AND DEVELOPMENT COMPANY LTD,Agriculture and Agro Allied
443,PR0000038817, ,RA038817,AGROMED NIG. LTD,Agriculture and Agro Allied
444,PR0000076443, ,RA076443,AGROMIX NIG LTD,Agriculture and Agro Allied
445,PR0000023314, ,RA023314,AGRONIMEX NIGERIA LIMITED,Agriculture and Agro Allied
446,PR0000049363, ,RA049363,AGRONOMICS LIMITED,Agriculture and Agro Allied
447,PR0000504716, ,RA504716,AGROPATH INVESTMENT LIMITED,Agriculture and Agro Allied
448,PR0000066642, ,1580251,AGROPEX CITY FARM LTD,Agriculture and Agro Allied
449,PR0000627715, ,RA627715,AGROPRIME NIGERIA LIMITED,Agriculture and Agro Allied
450,PR0000077538, ,RA077538,AGROPROD IND. NIG. LTD,Agriculture and Agro Allied
451,PR0000601198, ,RA601198,AGROPROSPERO NIGERIA LIMITED,Agriculture and Agro Allied
452,PR0000030360, ,1571301,AGRORITE LIMITED,Agriculture and Agro Allied
453,PR0000611968, ,RA611968,AGROSERVE COMMODITIES AND MARKETING LTD,Agriculture and Agro Allied
454,PR0001424253, ,1424253,AGROSTEP FIELDS FARM LIMITED,Agriculture and Agro Allied
455,PR0000007938, ,RA007938,AGROTEC SERV. LTD,Agriculture and Agro Allied
456,PR0000604930, ,RA604930,AGROTECH PRODUCTS AND PROCESSING COMPANY LIMITED,Agriculture and Agro Allied
457,PR0000028051, ,RA028051,AGROTECHNIQUES NIGERIA LIMITED,Agriculture and Agro Allied
458,PR0000600240, ,RA600240,AGROTECK EXOCTIC FARMS LIMITED,Agriculture and Agro Allied
459,PR0000045807, ,1714145,AGROTECNICO GLOBAL CONCEPTS LTD,Agriculture and Agro Allied
460,PR0000275230, ,RA275230,AGROTEK FAIR DEALS LIMITED,Agriculture and Agro Allied
461,PR0000617118, ,RA617118,AGROTRACTS NIGERIA LIMITED,Agriculture and Agro Allied
462,PR0000011764, ,RA011764,AGROVET SINCOPHARM LIMITED,Agriculture and Agro Allied
463,PR0000874510, ,874510,AGROVISTA LIMITED,Agriculture and Agro Allied
464,PR0000062627, ,RA062627,AGROWATER NIG. LTD,Agriculture and Agro Allied
465,PR0000735371, ,735371,AGROWEALTH SYSTEMS LIMITED,Agriculture and Agro Allied
466,PR0000632983, ,RA632983,AGUBA FARMS & ALLIED LIMITED,Agriculture and Agro Allied
467,PR0000623147, ,RA623147,AGUDU FARMS LIMITED,Agriculture and Agro Allied
468,BR0000029556, ,2805336,AGUNBE FARMS ENTERPRISE,Agriculture and Agro Allied
469,PR0000507660, ,507660,AHAZ COMMERCIAL FARMS LIMITED,Agriculture and Agro Allied
470,PR0000223980, ,RA223980,AHIDI AGRO ALLIED CO. LTD,Agriculture and Agro Allied
471,PR0000621818, ,RA621818,AHMAK FARMS & AGRO ALLIED INDUSTRIES LIMITED,Agriculture and Agro Allied
472,PR0000069651, ,RA069651,AHMED TIJANI FARMS LIMITED,Agriculture and Agro Allied
473,PR0000964484, ,964484,AHUDA AGRO AND CHEMICALS CO. LTD,Agriculture and Agro Allied
474,PR0000014858, ,RA014858,AIDO FISHING COMPANY LIMITED,Agriculture and Agro Allied
475,PR0000608369, ,RA608369,AIR-TECH AGRO-ALLIED INDUSTRIES LIMITED,Agriculture and Agro Allied
476,PR0000097285, ,RA097285,AIYEBILERI FISHING CO. LTD,Agriculture and Agro Allied
477,PR0000050118, ,RA050118,AIYELABOLAGRO CHEM. CO. LTD,Agriculture and Agro Allied
478,PR0002005333, ,2008485,AJAIBE FARMS,Agriculture and Agro Allied
479,PR0000026533, ,RA026533,AJANGBADI FARMS LIMITED,Agriculture and Agro Allied
480,PR0000007759, ,RA007759,AJANI FARM & FOOD PROCESSING LTD,Agriculture and Agro Allied
481,PR0000066419, ,RA066419,AJANI FARMS LTD,Agriculture and Agro Allied
482,PR0000010864, ,RA010864,AJAYI FARMING ENTERPRISES LTD,Agriculture and Agro Allied
483,PR0000019386, ,RA019386,AJETUNMOBI FARMS LTD,Agriculture and Agro Allied
484,PR0000644355, ,RA644355,AJEWOLE FARMS AND AGRO ALLIED LIMITED,Agriculture and Agro Allied
485,PR0002000168, ,2008039,AJIBADE FARMS,Agriculture and Agro Allied
486,PR0000063149, ,1140415,AJILA VALUE ADDING VENTURES LIMITED,Agriculture and Agro Allied
487,PR0000074939, ,RA074939,AJIODE FARMS LIMITED,Agriculture and Agro Allied
488,PR0000032363, ,1538962,AJISEGIRI FARMS & AGRICULTURAL PRODUCE PROCESSING INDUSTRY LTD,Agriculture and Agro Allied
489,PR0000050413, ,1638957,AJOKS ROYAL AGRO FARMS LIMITED,Agriculture and Agro Allied
490,PR0000647858, ,RA647858,AJOMA FARMS NIGERIA LIMITED,Agriculture and Agro Allied
491,PR0000675620, ,675620,AJOO FARMS NIGERIA LIMITED,Agriculture and Agro Allied
492,PR0000509462, ,RA509462,AJURA FARMS LIMITED,Agriculture and Agro Allied
493,PR0000024739, ,1597023,AKAH-BU-UDO FARMS LIMITED,Agriculture and Agro Allied
494,PR0000047838, ,RA047838,AKASONS AGRICULTURAL ENTERPRISES LTD,Agriculture and Agro Allied
495,PR0000658459, ,RA658459,AKBF AGRICULTURAL COMPANY LIMITED,Agriculture and Agro Allied
496,PR0000660063, ,RA660063,AKE FARMS NIGERIA LIMITED,Agriculture and Agro Allied
497,PR0000638296, ,RA638296,AKH-FARMS LIMITED,Agriculture and Agro Allied
498,PR0001381397, ,1381397,AKHAKIYA FARMS LTD,Agriculture and Agro Allied
499,PR0000043334, ,173423,AKIA AGRO-ALLIED PRODUCTIONS LIMITED,Agriculture and Agro Allied
500,PR0000052068, ,RA052068,AKINBODE MEMORIAL FARM LTD,Agriculture and Agro Allied
501,PR0002009839, ,2009839,AKIODE FARMS VENTURES,Agriculture and Agro Allied
502,PR0001006109, ,1006109,AKMA FARMS AND ALLIED PRODUCTS LTD,Agriculture and Agro Allied
503,PR0000013661, ,RA013661,AKOKO AGRO INDUSTRY CO. LTD,Agriculture and Agro Allied
504,PR0000604884, ,RA604884,AKOL FARMS NIGERIA LIMITED,Agriculture and Agro Allied
505,PR0000078452, ,1725615,AKOROWURAOLA VENTURES NIG. LTD,Agriculture and Agro Allied
506,PR0000643583, ,RA643583,AKPAYA INTEGRATED FARMS LIMITED,Agriculture and Agro Allied
507,PR0000070930, ,RA070930,AKPENE FARMS LTD,Agriculture and Agro Allied
508,PR0000083055, ,RA083055,AKPOJENE FARMS LTD,Agriculture and Agro Allied
509,PR0000038999, ,1379088,AKUBO AGRO ALLIED RESOURCES LTD,Agriculture and Agro Allied
510,PR0000021626, ,RA021626,AKUFO AGRICULTURAL PRODUCTS NIG. LTD,Agriculture and Agro Allied
511,PR0000611913, ,RA611913,AKUME DAJOH FARMS NIGERIA LIMITED,Agriculture and Agro Allied
512,PR0000078251, ,RA078251,AKWA FARMS LTD,Agriculture and Agro Allied
513,PR0000610654, ,RA610654,AKWAIBOM AGRO INDUSTRIES LTD,Agriculture and Agro Allied
514,PR0000637742, ,RA637742,AL - BARIK MIMA INVESTMENT AND AGRO - ALLIED LTD,Agriculture and Agro Allied
